Datapoints used:,200
Dimension:,2
numClusters,serialTime,parallelTime
1,.00114018900000000000,.03822649000000000000
2,.02900033000000000000,.04829343000000000000
3,.06089942000000000000,.09164817000000000000
4,.08799398000000000000,.07111744000000000000
5,.11611210000000000000,.11852678000000000000
6,.13984930000000000000,.09965787000000000000
7,.16892250000000000000,.14925500000000000000
8,.19508840000000000000,.12124660000000000000
9,.22680230000000000000,.15053000000000000000
10,.25321410000000000000,.14338050000000000000
11,.27774170000000000000,.15609610000000000000
12,.30733350000000000000,.16186030000000000000
13,.33241040000000000000,.20170190000000000000
14,.35908960000000000000,.18814690000000000000
15,.39219980000000000000,.20426670000000000000
16,.41430870000000000000,.19799170000000000000
17,.44065500000000000000,.23221470000000000000
18,.46788180000000000000,.23355550000000000000
19,.49678970000000000000,.23845800000000000000
20,.52343640000000000000,.24707310000000000000
21,.55155040000000000000,.27304820000000000000
22,.58613160000000000000,.38017920000000000000
23,.60702170000000000000,.28576440000000000000
24,.63441450000000000000,.28512560000000000000
25,.66118110000000000000,.31067480000000000000
26,.69071260000000000000,.33080300000000000000
27,.72139660000000000000,.33128870000000000000
28,.75360950000000000000,.33881730000000000000
29,.77052760000000000000,.35762440000000000000
30,.80370630000000000000,.39309870000000000000
31,.83134680000000000000,.49608320000000000000
32,.85533560000000000000,.38125610000000000000
33,.88026100000000000000,.40194080000000000000
34,.91142230000000000000,.41738730000000000000
35,.93883180000000000000,.42457580000000000000
36,.96833230000000000000,.43503590000000000000
37,.99009550000000000000,.45059990000000000000
38,1.02145400000000000000,.47912060000000000000
39,1.04929800000000000000,.47312630000000000000
40,1.07485200000000000000,.47849990000000000000
41,1.10134000000000000000,.49648010000000000000
42,1.14024200000000000000,.50719210000000000000
43,1.15924500000000000000,.51162630000000000000
44,1.19014200000000000000,.51406290000000000000
45,1.20903100000000000000,.54173980000000000000
46,1.24130400000000000000,.55450000000000000000
47,1.26594400000000000000,.55942280000000000000
48,1.29681900000000000000,.56224400000000000000
49,1.31984400000000000000,.58854250000000000000
50,1.34528500000000000000,.59454420000000000000
