Datapoints used:,100
Dimension:,2
numClusters,serialTime,parallelTime
1,.00081674350000000000,.01938748000000000000
2,.01458570000000000000,.02319337000000000000
3,.02892107000000000000,.02775904000000000000
4,.04285426000000000000,.02960563000000000000
5,.05639043000000000000,.05016504000000000000
6,.07042080000000000000,.08594871000000000000
7,.08566677000000000000,.05411577000000000000
8,.09895887000000000000,.05486560000000000000
9,.11228280000000000000,.06469657000000000000
10,.12558840000000000000,.07231258000000000000
11,.14260170000000000000,.11740238000000000000
12,.15344440000000000000,.10038270000000000000
13,.16597050000000000000,.10121193000000000000
14,.18078190000000000000,.10443148000000000000
15,.19351770000000000000,.10405200000000000000
16,.20843590000000000000,.10186058000000000000
17,.22245630000000000000,.11156290000000000000
18,.23550570000000000000,.11753570000000000000
19,.24913220000000000000,.12140710000000000000
20,.26474690000000000000,.14786630000000000000
21,.27755230000000000000,.13585860000000000000
22,.29082040000000000000,.14149110000000000000
23,.30426390000000000000,.14678450000000000000
24,.31814200000000000000,.15753600000000000000
25,.33178920000000000000,.16280040000000000000
26,.34643770000000000000,.16520740000000000000
27,.35988860000000000000,.17518680000000000000
28,.37340900000000000000,.17186280000000000000
29,.38695830000000000000,.17985390000000000000
30,.40020770000000000000,.19466900000000000000
31,.41418380000000000000,.19343930000000000000
32,.43009970000000000000,.19225340000000000000
33,.44102110000000000000,.21471630000000000000
34,.45710490000000000000,.21424760000000000000
35,.47499790000000000000,.24014760000000000000
36,.48728060000000000000,.21480680000000000000
37,.49858970000000000000,.23409530000000000000
38,.51117100000000000000,.23886330000000000000
39,.52628810000000000000,.24013180000000000000
40,.53742530000000000000,.24000410000000000000
41,.55166600000000000000,.25256450000000000000
42,.56553420000000000000,.25469100000000000000
43,.57981140000000000000,.25811710000000000000
44,.59491020000000000000,.26102550000000000000
45,.60721680000000000000,.27211360000000000000
46,.62931700000000000000,.30814330000000000000
47,.63889700000000000000,.28507420000000000000
48,.65047660000000000000,.28861580000000000000
49,.66317200000000000000,.29825900000000000000
50,.67569750000000000000,.30390320000000000000
